"id","date_time","device_ID","rfid_tag","result","weight_list","_rid","_self","_etag","_attachments","_ts","offset"
"1679711216.402456","2023-03-25 10:26:56.402456","Avehealth001","0007BDAF9F",158.00602649006626,"[158.29,158.56,157.63,156.95,158.22,157.89,157.74,158.16,158.84,156.92,157.15,158.5,158.37,158.13,157.06,156.73,158.13,158.2,158.27,156.91,155.96,157.25,157.02,155.79,155.58,155.12,157.13,158.66,158.06,156.95,155.19,155.33,161.66,160.45,156.41,161.5,158.55,158.03,160.28,159.76,159.12,159.56,159.55,159.5,159.51,159.51,159.51,159.51,159.74,159.55,159.35,159.38,159.51,159.69,159.95,159.21,158.76,159.37,159.55,158.9,159.17,159.19,159.15,159.12,159.83,158.8,155.29,154.9,154.63,157.13,156.91,156.44,156.81,157.01,157.11,157.24,157.29,157.09,156.94,156.26,156.53,158.02,157.87,157.38,157.18,156.99,157.11,157.5,156.82,157.11,157.31,157.23,157.28,157.14,157.19,157.85,157.76,156.5,157.38,157.89,157.63,157.58,158.57,157.61,156.83,158.06,158.42,157.74,158,157.59,157.12,157.2,158.29,159.09,158.81,158.54,158.46,158.5,158.5,158.49,158.49,157.85,157.65,158.4,158.42,158.41,158.39,158.28,158.44,158.53,158.45,158.45,157.71,157.55,158.35,158.63,158.07,157.57,157.41,157.37,157.41,157.43,157.44,158.01,157.49,157.14,157.7,157.59,157.83,159.91,165.1,96.04]","pqdVALl1q-E6AAAAAAAAAA==","dbs/pqdVAA==/colls/pqdVALl1q-E=/docs/pqdVALl1q-E6AAAAAAAAAA==/","""09007a82-0000-1800-0000-641e5c0d0000""","attachments/",1679711245,
"1679715551.557378","2023-03-25 11:39:11.557378","Avehealth001","0007BDAF9F",147.957,"[136.96,153.66,149.09,149.36,149.27,149.36,149.52,149.27,149.32,149.35,149.36,149.36,149.36,149.35,148.99,149.09,149.21,149.18,149.21,149.23,149.24,149.25,149.23,149.22,149.48,149.42,149.28,149.26,149.24,149.04,149.11,149.26,149.27,149.44,149.46,149.22,149.28,149.43,149.5,149.55,149.05,149.03,149.39,149.51,149.5,149.87,149.55,149.63,150.73,149.61,148.29,149.26,149.58,149.65,149.6,149.12,149.47,149.5,149.13,149.2,149.29,149.33,149.35,148.52,149.5,153.43,136.13,130.37,151.64,150.94,150.05,148.98,146.22,145.75,146.72,147.23,147.04,146.68,146.51,146.26,145.72,145.78,144.81,144.32,145.32,145.24,144.93,145.26,145.65,145.45,144.65,144.56,145.45,146.06,146.82,131.58,74.49,33.69]","pqdVALl1q-E7AAAAAAAAAA==","dbs/pqdVAA==/colls/pqdVALl1q-E=/docs/pqdVALl1q-E7AAAAAAAAAA==/","""09005b9e-0000-1800-0000-641e6cf30000""","attachments/",1679715571,128.22
"1679717053.540517","2023-03-25 12:04:13.540517","Avehealth001","0007BDAF9F",154.891,"[153.71,152.67,155.65,155.36,156.12,155.93,155.28,155.04,155.68,155.37,155,155.39,155.38,155.16,155.32,156.1,156.05,155.16,154.75,154.95,154.82,155.26,155.13,153.83,154.8,156.76,156.48,156,155.74,155.84,155.98,154.61,151.86,153.65,153.58,156.43,157.4,156.23,154.6,153.55,152.02,151.41,150.42,150.02,156.26,157.59,158.67,164.3,159.01,153.33,155.43,156.27,154.96,153.56,154.94,155.58,155.47,155.5,155.69,155.58,157.19,155.72,159.85,162.7,154.3,153.1,154.06,156.89,158.86,158.89,157.07,153.22,153.19,155.13,155.13,153.94,153.91,154.03,153.01,151.06,153.23,157.24,156.24,157.14,159.1,158.36,155.08,154.09,156.96,157.78,157.86,160.83,156,154.99,159.23,158.74,158.12,159.85,156.85,158.27,158.64,157.16,156.41,154.01,152.67,153.07,153.66,152.7,151.08,150.35,150.46,150.24,150.9,151.31,152.03,151.29,150.83,151.05,150.94,150.71,150.73,150.99,150.85,151.17,151.59,151.04,150.83,151.07,151.38,151.57,152.06,152.1,151.52,151.29,151.29,151.86,153.09,154.02,153.24,152.99,152.79,152.68,152.72,152.52,152.53,152.26,151.3,151.36,151.51,151.29,153.14,153.84,153.61,153.98,154.13,153.55,152.63,152.75,153.15,153.4,153.73,154.28,153.79,154.04,154.76,154.17,154.81,156.7,157.2,157.03,156.77,157.25,158.39,159.95,160.78,160.61,161.55,163.41,163.07,163.55,164.8,163.55,160.42,158.86,158.95,157.76,154.5,135.66,91.52,66.27,51.96,42.57,36.14,24.86]","pqdVALl1q-E8AAAAAAAAAA==","dbs/pqdVAA==/colls/pqdVALl1q-E=/docs/pqdVALl1q-E8AAAAAAAAAA==/","""090080a7-0000-1800-0000-641e72e30000""","attachments/",1679717091,157.12
"1679717241.173237","2023-03-25 12:07:21.173237","Avehealth001","0007BDAF9F",158.466,"[160.84,158.61,158.93,158.77,158.81,159.05,159.15,158.58,158.56,159.05,159.13,158.35,158.7,158.89,159.2,158.83,158.6,158.92,158.88,158.61,158.8,159.02,158.93,159.16,158.51,158.29,158.73,158.73,158.72,158.74,159.04,157.15,155.18,156.77,157.79,157.54,157.55,157.97,157.78,157.63,157.69,157.71,158.52,157.87,156.08,158.1,158.76,158.63,158.61,158.25,158.6,159.18,159.94,159.1,158.13,159.21,159.11,157.04,154.66,170.25,150.51,38.19]","pqdVALl1q-E9AAAAAAAAAA==","dbs/pqdVAA==/colls/pqdVALl1q-E=/docs/pqdVALl1q-E9AAAAAAAAAA==/","""0900f0a8-0000-1800-0000-641e73860000""","attachments/",1679717254,157.12
"1679719611.912419","2023-03-25 12:46:51.912419","Avehealth001","0007BDAF9F",158.611,"[152.21,156.24,155.69,154.35,153.71,154.19,154.33,154.11,152.68,154.41,145.45,143.66,166.38,162.49,157.8,159.99,156.57,159.05,161.12,159.81,159.12,159.81,162.55,160.37,159.75,160.31,160.12,160.15,159.91,158.46,159.61,159.94,157.1,155.4,157.84,159.87,156.96,157.69,156.4,156.91,157.37,157.8,157.7,157.54,158.01,158.04,157.04,157.49,161.67,160.39,156.81,156.61,157.56,157.83,158.54,158.7,156.98,156.21,157.09,157.48,157.6,157.77,157.83,157.83,157.79,157.77,157.75,156.15,158.19,161.96,158.05,158.49,161.99,159.87,160.36,162.39,159.77,157.9,160.24,160.28,159.38,159.14,160.24,160.14,160.27,159.95,159.53,159.34,158.47,157.79,160.57,158.93,155.86,156.27,159.46,160.93,158.93,158.32,160.01,160.38,159.98,159.86,161.19,161.04,160.77,161.56,161.58,161.52,161.04,160.92,160.82,160.35,160.22,159.12,159.31,159.19,157.69,158.82,158.45,159.39,160.26,159.86,159.16,159.43,159.89,160.13,158.72,159.19,159.46,159.97,159.45,159.23,159.42,159.57,159.5,159.48,159.5,159.5,159.48,159.46,159.25,156.73,126.88,64.86]","pqdVALl1q-E+AAAAAAAAAA==","dbs/pqdVAA==/colls/pqdVALl1q-E=/docs/pqdVALl1q-E+AAAAAAAAAA==/","""090079bb-0000-1800-0000-641e7cda0000""","attachments/",1679719642,157.12
"1679720313.794516","2023-03-25 12:58:33.794516","Avehealth001","0007BDAF9F",157.351,"[160.13,159.43,157.67,161.22,158.89,159.96,158.69,159.3,159.99,160.44,160.08,159.83,159.5,159.8,160.82,160.42,159.83,159.22,160.74,160.44,160.04,160.12,159.48,159.9,160.95,160.12,160.17,159.7,159.52,159.79,159.95,159.85,159.82,159.37,159.7,160.24,160.01,159.68,159.71,159.68,159.52,159.85,159.92,160.23,158.48,135.15,94.14,69.8,60.05,54.15,49.64,47.84,52.9,57.84,57.63,55.64,55.98,54.42,48.05,50.66,64.05,72.63,76.15,77.07,76.99,75.25,82.38,98.87,114.44,131.75,133.64,133.65,133.6,133.64,133,132.48,131.44,130.12,129.55,130.43,127.37,124.84,124.13,123.63,125.21,126.52,121.6,118.3,118.59,118.49,117.38,117.83,123.04,131.74,143.96,157.28,160.46,159.98,160.36,160.24,159.45,159.15,160.15,160.43,159.98,159.56,160.49,160.25,159.37,159.52,159.49,159.29,159.31,159.26,159.25,158.72,158.71,160.14,159.66,151.36,127.76,96.99,75.76,69.43,70.64,72.14,77.67,80.8,82.23,84.42,84.83,84.44,80.84,74.84,73.13,79.16,86.67,98.69,128.56,153.17,157.66,158.96,160.74,160.75,159.96,159.76,159.57,160.3,160.42,160.14,159.13,158.83,161,160.42,159.78,159.95,159.75,159.15,158.76,155.27,157.42,160.26,159.85,157.41,157.19,158.48,158.76,158.73,158.73,159.16,158.85,157.91,158.68,158.53,158.1,159.11,159.33,158.74,158.36,157.85,158.95,159.23,158.71,159.01,158.49,158.89,158.76,158.18,158.47,158.29,159.01,158.94,158.39,157.74,158.38,159.02,158.62,157.5,158.37,157.59,158.07,159.16,156.4,158.61,160.03,159.83,160.23,160.08,159.23,159.81,159.73,159.57,159.72,159.74,159.14,157.53,160.19,161.52,160.14,159.38,159.44,159.55,159.49,159.44,159.45,159.58,159.4,159.45,159.01,159.42,159.5,158.85,157.97,159.47,158.32,156.48,156.68,158.78,159.19,157.07,159,160.23,156.28,159.85,161.8,156.84,159.31,161.78,159.34,159.77,161.31,161.39,160.39,160.82,160.28,160.41,161.84,160.78,158.93,158.61,163.17,161.29,157.43,159.97,160.84,160.69,159.71,159.53,161.51,159.32,162.57,164.38,157.4,159.44,161.11,160.27,160.32,160.83,161.58,161.15,160.79,160.86,161,161.03,161,160.97,160.95,160.91,160.89,160.9,159.61,160,162.59,160.97,160.7,160.84,160.73,160.71,160.7,160.72,160.7,160.71,160.71,160.38,160.31,160.78,160.13,159.91,159.4,158.99,159.66,159.17,159.18,160.53,159.64,161.1,161.13,158.66,161.87,160.63,160.61,160.01,160.36,160.91,160.59,159.57,160.1,160.54,160.24,160.06,160.08,160.13,160.16,160.17,158.82,159.35,159.05,158.36,162.64,163.7,160,159.78,162.33,160.81,160.75,161.85,161.57,160.92,161.72,161.14,161.27,161.45,161.17,161.18,161.16,161.15,160.84,158.39,158.35,162.33,163.06,161.39,159.02,161.29,160.37,161.12,161.83,161.52,161.69,162.13,162.08,161.12,160.77,161.12,159.97,160.32,161.95,158.67,159.24,162.86,162.71,159.01,161.07,161.92,162.81,163.46,163.2,163.18,162,162.17,162.49,162.16,162.15,161.81,161.71,162.21,162.01,161.61,162.15,162.31,162.35,162.33,162.07,162.06,162.29,162.29,161.89,162.19,162.25,162.31,162.33,162.37,162.44,161.69,159.75,161.08,162.61,162.78,161.36,158.93,161.19,162.19,160.57,162.74,164.98,160.82,156.12,160.61,162.83,162.89,162.58,161.45,161.57,160.9,161.37,161.7,161.87,162.33,161.48,160.61,160.81,159.33,160.96,162.05,161.92,163.07,159.72,160.94,161.88,161.69,164.47,149.89,139.09,154.83,153.22,154.56,155.87,155.91,155.9,155.93,155.93,156.14,155.47,153.9,154.36,155.04,155.6,153.28,163.59,146.77,37.52]","pqdVALl1q-E-AAAAAAAAAA==","dbs/pqdVAA==/colls/pqdVALl1q-E=/docs/pqdVALl1q-E-AAAAAAAAAA==/","""090008be-0000-1800-0000-641e7fd40000""","attachments/",1679720404,157.12
"1679720898.288281","2023-03-25 13:08:18.288281","Avehealth001","0007BDAF9F",160.762,"[156.64,153.97,158.44,158.83,158.6,158.91,159.71,159.53,156.95,160,160.1,158.19,160.26,158.74,156.67,158.57,160.9,161.91,160.69,160.8,162.07,161.4,160.22,160.7,159.3,158.07,157.77,156.63,159.65,158.92,158.22,159.04,157.12,157.43,159.85,160.7,157.69,157.68,158.77,159.55,160.06,157.28,156.76,157.77,159.5,160.18,161.77,157.45,158.88,162.66,162.34,161.78,162.27,161.87,162.21,162.03,159.47,159.04,162.11,159.44,159.73,158.43,157.22,159.17,159.91,158.9,158.72,157.56,158.12,158.22,157.25,160.49,162.2,158.33,156.41,157.95,159.15,158.6,160.84,163.26,163.06,162.57,161.97,159.92,162.63,162.78,159.8,158.59,158.49,158.73,158.85,158.45,157.91,158.01,160.25,161.14,159.11,158.84,158.88,159,158.97,158.99,157.88,158.64,160,159.2,158.08,158.3,158.84,158.88,158.45,158.18,158.66,157.27,158.87,159.14,160.93,160.12,158.47,158.41,158.41,158.46,161.3,161.15,158.62,159.06,159.22,158.17,160.22,160.3,159.17,157.97,158.04,161.73,163.13,161.88,162.03,163.7,162.94,162.29,161.86,161.82,161.98,161.54,162.03,161.46,161.04,161.15,161.18,161.41,161.64,161.83,161.23,160.9,161.06,160.68,157.93,161.38,166.78,158.45,156.87,162.43,162.68,161.29,161.55,162.77,162.16,161.54,161.47,161.81,161.69,161.65,161.01,160.82,161.5,161.36,161.17,160.83,160.35,160.34,162.23,161.03,160.51,163.53,156.91,157.87,161.45,161.85,161.74,162.01,161.91,161.34,160.85,161.03,161.22,161.16,161.14,161.53,161.1,159.95,160.42,159.91,161.89,160.74,158.29,161.68,161.84,162.3,162.28,162.34,161.85,161.79,161.9,160.14,160.77,163.93,162.52,162.01,161.65,161.83,161.39,160.04,160.2,164.09,159.96,158.08,162.08,162.27,162.39,162.64,162.14,162.24,162.31,162.58,162.24,162,163.15,162.61,162.42,162.59,162.25,162.35,162.38,161.07,159.53,163.49,165.24,159.36,161.3,162.01,162.44,160.6,158.31,161.35,163.03,162.89,162.72,162.63,163.01,162.66,160.42,159.88,163.2,163.5,161.37,159.05,156.32,158.11,159.72,159.41,157.61,158.72,165.19,161.37,158.96,162.97,162.89,162.79,162.87,162.87,162.89,161.89,163.49,161.73,161.68,165.35,161.06,159.23,161.72,163.38,163.65,163.28,163.24,163.19,162.22,162.87,163.04,162.63,160.82,163.03,164.27,162.83,162.77,162.83,162.83,162.86,162.71,162.33,160.6,161.84,161.69,159.49,159.76,159.72,160.04,159.16,158.95,160.23,160.41,162.35,161.36,158.56,161.92,162.61,162.6,162.97,164.06,160.86,162.28,161.68,160.08,161,161.23,161.49,161.56,161.47,161.45,161.47,161.49,161.51,161.21,161.43,161.62,161.37,161.34,161.36,160.56,159.75,161.1,163.71,162.16,161.38,162.66,160.03,160.38,161.67,161.67,161.75,161.26,161.44,161.72,161.78,161.5,161.31,161.55,161.46,161.5,162.15,162.66,160.24,160.9,161.79,159.68,165.12,172.78,65.85]","pqdVALl1q-FAAAAAAAAAAA==","dbs/pqdVAA==/colls/pqdVALl1q-E=/docs/pqdVALl1q-FAAAAAAAAAAA==/","""090019c4-0000-1800-0000-641e820b0000""","attachments/",1679720971,157.12
"1679721679.873744","2023-03-25 13:21:19.873744","Avehealth001","0007BDAF9F",92.73,"[157.25,82.13,38.81]","pqdVALl1q-FBAAAAAAAAAA==","dbs/pqdVAA==/colls/pqdVALl1q-E=/docs/pqdVALl1q-FBAAAAAAAAAA==/","""0900edc9-0000-1800-0000-641e84d10000""","attachments/",1679721681,157.12
"1679721702.034526","2023-03-25 13:21:42.034526","Avehealth001","0007BDAF9F",150.401,"[151.55,148.37,146.55,148.69,151.66,151.71,151.11,150.79,150.57,150.45,151.11,151.28,151.27,150.65,150.53,150.33,156.75,143.85,45.68]","pqdVALl1q-FCAAAAAAAAAA==","dbs/pqdVAA==/colls/pqdVALl1q-E=/docs/pqdVALl1q-FCAAAAAAAAAA==/","""090021ca-0000-1800-0000-641e84e90000""","attachments/",1679721705,157.12
"1679722099.255002","2023-03-25 13:28:19.255002","Avehealth001","0007BDAF9F",158.57,"[155.6,157.99,159.11,156.28,155.14,156.1,156.19,155.85,156.37,156.94,156.81,156.62,156.72,156.42,156.07,155.78,156.54,157.39,157.59,157.71,157.42,157.57,155.11,157.91,158.47,158.51,162.67,159.95,157.4,158.84,158.67,159.81,162.4,158.7,157.84,158.37,157.73,160.97,162.95,157.24,158.44,159.66,160.24,160.66,161.56,159.12,159.2,160,160.28,160.2,160.03,160.34,160.15,159.07,158.09,161.58,160.73,157.49,159.18,159.45,159.69,160.06,159.83,159.69,160.5,160.1,159.94,159.9,159.87,159.49,160,159.85,159.17,159.61,159.41,159.49,157.68,156.97,156.68,156.8,158.45,157.44,158.91,157.59,157.56,156.95,155.83,158.67,160.68,158.6,157.8,157.98,159.71,160.61,160.8]","pqdVALl1q-FDAAAAAAAAAA==","dbs/pqdVAA==/colls/pqdVALl1q-E=/docs/pqdVALl1q-FDAAAAAAAAAA==/","""0900aecd-0000-1800-0000-641e86890000""","attachments/",1679722121,157.12
"1679722124.794848","2023-03-25 13:28:44.794848","Avehealth001","0007BDAF9F",160.503,"[161.4,161.6,158.33,159.76,159.83,161.19,160.86,159.07,161.29,161.26,161.2,160.31,158.25,160.21,159.18,161.06,155.71,159.51,161.75,161.51,161.62,160.77,159.32,160.12,163.72,164.6,158.46,160.29,161.7]","pqdVALl1q-FEAAAAAAAAAA==","dbs/pqdVAA==/colls/pqdVALl1q-E=/docs/pqdVALl1q-FEAAAAAAAAAA==/","""0900d0cd-0000-1800-0000-641e86970000""","attachments/",1679722135,157.12
"1679722141.583816","2023-03-25 13:29:01.583816","Avehealth001","0007BDAF9F",161.351,"[165.25,159.61,159.06,160.04,161.6,161.52,161.78,160.6,161.68,161.7,161.7,161.67,161.41,161.01,161.27,161.27,161.48,161.38,161.25,161.26,160.94,161.86,160.83,159.78,158.48,159.36,161.81,161.72,159.2,161.29,161.25,161.05,160.66,161.33,162.2,162.03,161.48,161.28,161.49,161.13,160.93,161.23,161.53,161.39,161.26,160.98,161.19,161.35,161.38,161.39,160.88,160.67,162.06,160.19,163.29,157.25,161.22,161.22,161.95,161.07,160.41,160.17,163.4,164.14,157.49,158.8,161.89,161.85,161.1,161.07,161.59,161.23,161.2,161.75,161.47,161.27,160.5,161.78,162.36,160.56,158.18,161.48,163.53,158.91,159.2,160.52,163.22,161.28,158.38,160.88,161.75,162.16,162.21,162.1,161.87,161.9,161.52,161.25,161.84,161.74,161.61,161.55,161.7,161.59,161.42,161.04,161.64,161.02,161.82,163.38,157.6,156.6,160.82,162.51,161.63,160.94,160.5,162.56,161.75,159.83,159.57,161.22,162.24,161.61,161.42,161.13,160.51,160.68,161.17,163,159.85,157.47,157.59,160.17,162.26,162.52,161.96,160.75,160.03,163.73,162.99,157.13,159.7,161.74,161.45,161.36,161,160.71,160.92,161.44,161.29,160.72,160.7,160.15,160.86,162.16,161.39,160.93,160.05,161.32,162.02,160.44,161.84,158.28,157.82,157.96,157.21,156.81,158.65,160.13,159.85,160.32,160.07,160.61,162.06,162.39,161.34,163.3,163.43,159.59,161.58,162.13,161.58,162.3,162.07,161.8,161.78,161.57,162.75,160.48,157.09,161.43,162.98,162.56,161.95,162.44,162.07,161.2,161.17,163.41,162.91,162.43,162.24,162.26,162.18,162.19,162.29,162.32,162.31,162.3,162.27,161.41,159.91,162.33,163.79,159.25,158.12,161.73,162.8,162.14,163.11,161.22,161.28,161.97,162.04,161.72,160.91,161.04,163.66,159.1,157.41,159.8,162.88,160.05,158.36,162.98,161.67,160.32]","pqdVALl1q-FFAAAAAAAAAA==","dbs/pqdVAA==/colls/pqdVALl1q-E=/docs/pqdVALl1q-FFAAAAAAAAAA==/","""090075ce-0000-1800-0000-641e86d70000""","attachments/",1679722199,157.12
"1679726773.558919","2023-03-25 14:46:13.558919","Avehealth001","0007BDAF9F",157.234,"[126.73,149.95,157.72,155.73,157.6,158.2,157.63,157.39,157.44,157.44,157.01,156.33,156.68,157.31,154.78,155.37,161.78,159.34,155.32,156.2,158.28,158.35,157.18,157.87,158.83,157.83,158,159.01,157.61,157.29,157.37,157.88,157.59,157.4,157.44,156.87,156.93,157.54,157.72,156.4,156.74]","pqdVALl1q-FGAAAAAAAAAA==","dbs/pqdVAA==/colls/pqdVALl1q-E=/docs/pqdVALl1q-FGAAAAAAAAAA==/","""0900c8eb-0000-1800-0000-641e98bf0000""","attachments/",1679726783,157.12
"1679726786.611256","2023-03-25 14:46:26.611256","Avehealth001",,157.628,"[157.59,157.32,157.83,157.72,157.48,157.83]","pqdVALl1q-FHAAAAAAAAAA==","dbs/pqdVAA==/colls/pqdVALl1q-E=/docs/pqdVALl1q-FHAAAAAAAAAA==/","""0900d1eb-0000-1800-0000-641e98ca0000""","attachments/",1679726794,157.12
